IMPORTANTE,cod_universidad,des_universidad,curso_academico,cod_campus,des_campus,cod_centro,des_centro,des_naturaleza_centro,des_tipo_estudio,cod_titulacion,des_titulacion,cod_comunidad_centro_sec,des_comunidad_centro_sec,cod_provincia_centro_sec,des_provincia_centro_sec,cod_municipio_centro_sec,des_municipio_centro_sec,lat_municipio_centro_sec,lon_municipio_centro_sec,cod_naturaleza_centro_sec,des_naturaleza_centro_sec,nota_admision,cod_pais_fin_estudio_acceso,des_pais_fin_estudio_acceso,lat_pais_fin_estudio_acceso,lon_pais_fin_estudio_acceso,cod_continente_fin_estudio_acceso,des_continente_fin_estudio_acceso,cod_agregacion_paises_fin_estudio_acceso,des_agregacion_paises_fin_estudio_acceso,des_estudio_acceso,des_especialidad_acceso,des_tipo_especialidad_acceso,des_ocupacion_estudiante,anio_fin_estudio_acceso,des_forma_admision,ind_accede_al_SUE_por_1a_vez,anio_acceso_SUE,ind_se_matricula_en_primero,ind_curso_adaptacion,anio_nacimiento,cod_pais_nacionalidad,des_pais_nacionalidad,lat_pais_nacionalidad,lon_pais_nacionalidad,cod_continente_nacionalidad,des_continente_nacionalidad,cod_agregacion_paises_nacionalidad,des_agregacion_paises_nacionalidad,cod_pais_residencia,des_pais_residencia,lat_pais_residencia,lon_pais_residencia,cod_continente_residencia,des_continente_residencia,cod_agregacion_paises_residencia,des_agregacion_paises_residencia,des_dedicacion,des_genero,des_familia_numerosa,des_nivel_estudios_madre,des_ocupacion_madre,des_nivel_estudios_padre,des_ocupacion_padre
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.892,,,,,,,,,,,,,,Mediante-traslado-de-Expediente-proveniente-de-otro-estudio-de--grado-al-menos-30-creditos-reconocidos,true,,false,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.509,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2001,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Secundarios,Empleados-de-tipo-contable-y-administrativo,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.95,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.054,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,,,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.154,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,Familia-numerosa-general,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.1,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.069,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,642,Rumania,45.943161,24.96676,150,Europa,151,Europa-oriental,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Amos-de-casa,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.8,,,,,,,,,,,,,,Mediante-traslado-de-Expediente-proveniente-de-otro-estudio-de--grado-al-menos-30-creditos-reconocidos,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,,,Estudios-Superiores,Tecnicos-y-profesionales-de-apoyo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.61,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.253,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,156,China,35.86166,104.195397,142,Asia,030,Asia-oriental,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,,,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.909,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Directores-y-gerentes,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.25,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Directores-y-gerentes,Estudios-Superiores,Tecnicos-y-profesionales-de-apoyo
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.768,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,Familia-numerosa-general,Estudios-Superiores,Ocupaciones-militares,Estudios-Superiores,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.066,,,,,,,,,,,,,,Estudiantes-procedentes-de-sistemas-miembros-de-la-Union-Europea-o-de-otros-Estados-con-los-que-Espania-haya-suscrito-Acuerdos-Internacionales-a-este-respecto-que-cumplan-los-requisitos-exigidos-en-su-respectivo-pais-para-el-acceso-a-la-universidad.,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.856,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,Familia-numerosa-general,,,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.893,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,Familia-numerosa-general,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.018,,,,,,,,,,,,,,Estudiantes-procedentes-de-sistemas-miembros-de-la-Union-Europea-o-de-otros-Estados-con-los-que-Espania-haya-suscrito-Acuerdos-Internacionales-a-este-respecto-que-cumplan-los-requisitos-exigidos-en-su-respectivo-pais-para-el-acceso-a-la-universidad.,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.073,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.176,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,Familia-numerosa-general,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.231,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,Familia-numerosa-general,,,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.4,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,,,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.906,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Directores-y-gerentes,Estudios-Superiores,Directores-y-gerentes
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.243,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Directores-y-gerentes,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.32,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,Familia-numerosa-general,,,Estudios-Secundarios,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.802,,,,,,,,,,,,,,Estudiantes-procedentes-de-sistemas-miembros-de-la-Union-Europea-o-de-otros-Estados-con-los-que-Espania-haya-suscrito-Acuerdos-Internacionales-a-este-respecto-que-cumplan-los-requisitos-exigidos-en-su-respectivo-pais-para-el-acceso-a-la-universidad.,true,,true,true,2001,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Directores-y-gerentes,Estudios-Superiores,Trabajadores-no-cualificados
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.082,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Tecnicos-y-profesionales-de-apoyo,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.694,,,,,,,,,,,,,,Pruebas-de-Acceso-a-la-Universidad-EVAU-PAU-y-Pruebas-de-Acceso-anteriores,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,,Estudios-Superiores,Tecnicos-y-profesionales-cientificos-e-intelectuales
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,12.868,,,,,,,,,,,,,,Estudiantes-procedentes-de-sistemas-miembros-de-la-Union-Europea-o-de-otros-Estados-con-los-que-Espania-haya-suscrito-Acuerdos-Internacionales-a-este-respecto-que-cumplan-los-requisitos-exigidos-en-su-respectivo-pais-para-el-acceso-a-la-universidad.,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Empleados-de-tipo-contable-y-administrativo,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,036,Universidad-Carlos-III-de-Madrid,2020-21,03602,Getafe,28041822,Facultad-de-Ciencias-Sociales-y-Juridicas-Getafe,Publico,Grado,7000000,DOBLE-GRADO-EN-DERECHO-Y-ADMINISTRACION-DE-EMPRESAS,,,,,,,,,,,13.25,,,,,,,,,,,,,,Estudiantes-procedentes-de-sistemas-miembros-de-la-Union-Europea-o-de-otros-Estados-con-los-que-Espania-haya-suscrito-Acuerdos-Internacionales-a-este-respecto-que-cumplan-los-requisitos-exigidos-en-su-respectivo-pais-para-el-acceso-a-la-universidad.,true,,true,true,2002,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,Tiempo-completo,Mujer,No,Estudios-Superiores,Trabajadores-no-cualificados,Estudios-Superiores,
